#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:primates" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:primates" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primates" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-9218.547200285027	-9214.513985517353	-4.033214767673851	-9214.513985517353	1.269785018066369	-4.033214767673851	1.0
1000	-6428.230778023386	-6439.8181175581285	11.587339534742723	-6439.8181175581285	0.2200307903383342	11.587339534742723	7.588129315160197
2000	-6428.395917638419	-6438.0541082416485	9.65819060323005	-6438.0541082416485	0.22626832656148885	9.65819060323005	13.627355076592298
3000	-6425.3847547122905	-6436.409504315937	11.024749603646022	-6436.409504315937	0.23166862126587687	11.024749603646022	7.54829283918235
4000	-6425.432656959683	-6436.99434456833	11.561687608646885	-6436.99434456833	0.21925281672631483	11.561687608646885	8.275355442321946
5000	-6425.703051142406	-6437.214284117193	11.511232974786518	-6437.214284117193	0.22704703954222558	11.511232974786518	9.032560082529303
6000	-6425.5895564342345	-6436.59658020648	11.007023772246143	-6436.59658020648	0.2225137408598748	11.007023772246143	10.028238825742822
7000	-6433.115529882164	-6444.440687120356	11.32515723819261	-6444.440687120356	0.2154659946062483	11.32515723819261	6.43901148769693
8000	-6426.532789306413	-6437.759073391824	11.226284085410533	-6437.759073391824	0.22465504299481526	11.226284085410533	9.558103603725673
9000	-6429.729938109706	-6440.858237971471	11.12829986176445	-6440.858237971471	0.22198167913606845	11.12829986176445	6.1494297300524
10000	-6426.206184098743	-6437.265317910896	11.059133812153142	-6437.265317910896	0.2273631669166411	11.059133812153142	6.756367202233202
11000	-6426.515533039087	-6437.64729883165	11.13176579256263	-6437.64729883165	0.2296767555167423	11.13176579256263	7.627157273947472
12000	-6428.695628342319	-6439.720626264307	11.024997921987577	-6439.720626264307	0.21773183256343318	11.024997921987577	8.739372999052724
13000	-6427.579775939108	-6438.557829816776	10.978053877667842	-6438.557829816776	0.22510434560242668	10.978053877667842	5.341349996195665
14000	-6424.000528701148	-6435.136954212222	11.13642551107394	-6435.136954212222	0.22429814538981124	11.13642551107394	8.423450363573032
15000	-6426.022721112716	-6437.17277679223	11.15005567951438	-6437.17277679223	0.23202418566972852	11.15005567951438	9.47884578225751
16000	-6423.553633883375	-6434.751887174353	11.198253290977878	-6434.751887174353	0.21694218969654486	11.198253290977878	9.696304041077328
17000	-6426.09499438189	-6437.672778717846	11.57778433595655	-6437.672778717846	0.21708002412743618	11.57778433595655	7.148756631030457
18000	-6425.156630886919	-6436.073658202297	10.91702731537876	-6436.073658202297	0.23394771687537944	10.91702731537876	8.678992293425413
19000	-6427.377294288761	-6437.295513785047	9.918219496285506	-6437.295513785047	0.24487307521077328	9.918219496285506	4.697974146528915
20000	-6430.851551210424	-6441.611785833006	10.76023462258222	-6441.611785833006	0.2290608855083123	10.76023462258222	6.827492944034614
21000	-6423.186314194803	-6434.571195261734	11.384881066930273	-6434.571195261734	0.22836456570785074	11.384881066930273	7.073052384548014
22000	-6425.981933611776	-6437.856291999321	11.874358387544568	-6437.856291999321	0.20839814758414119	11.874358387544568	8.926193477911589
23000	-6424.612129741005	-6435.318401950908	10.706272209902483	-6435.318401950908	0.21579286310938892	10.706272209902483	5.274541059083548
24000	-6428.687920756504	-6439.446370388767	10.75844963226201	-6439.446370388767	0.2405043019196724	10.75844963226201	9.176740716051064
25000	-6427.957111703189	-6439.159150633576	11.202038930386651	-6439.159150633576	0.22843672347021168	11.202038930386651	5.997217077852338
26000	-6426.073876446205	-6437.903860586345	11.829984140140605	-6437.903860586345	0.21423127677757187	11.829984140140605	8.832373225539088
27000	-6425.442896275659	-6436.641185965673	11.19828969001363	-6436.641185965673	0.22268672123631827	11.19828969001363	7.282994499003814
